ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
822	Dutch	*xrōpanan	roepen	ruːpə	r uː p ə		226	- r uː p ə - ( - - )
1616	ProtoGermanic	*xufan	*xufan	xufan	x u f a n		445	x u f ( a n )
1617	German	*xufan	Hof	hoːf	h oː f		445	h oː f ( - - )
1618	Dutch	*xufan	hof	hɔf	h ɔ f		445	h ɔ f ( - - )
431	ProtoGermanic	*xultan	*xultan	xultan	x u l t a n		119	x u l t ( a n )
432	German	*xultan	Holz	hɔlt͡s	h ɔ l ts		119	h ɔ l ts ( - - )
433	Dutch	*xultan	hout	hɑut	h ɑu t		119	h ɑu - t ( - - )
1138	ProtoGermanic	*xulōjanan	*xulōjanan	xuloːjanan	x u l oː j a n a n		313	x u l oː j a n ( a n )
1139	German	*xulōjanan	holen	hoːlən	h oː l ə n		313	h oː l - - ə n ( - - )
1140	Dutch	*xulōjanan	halen	haːlə	h aː l ə		313	h aː l - - ə - ( - - )
371	ProtoGermanic	*xunagan	*xunagan	xunagan	x u n a g a n		103	x u n a g ( a n )
372	German	*xunagan	Honig	hoːnɪx	h oː n ɪ x		103	h oː n ɪ x ( - - )
373	English	*xunagan	honey	hʌnɪ	h ʌ n ɪ		103	h ʌ n ɪ - ( - - )
374	Dutch	*xunagan	honing	hoːnɪŋ	h oː n ɪ ŋ		103	h oː n ɪ - ( - ŋ )
334	ProtoGermanic	*xundaz	*xundaz	xundaz	x u n d a z		93	x u n d ( a z )
335	German	*xundaz	Hund	hʊnt	h ʊ n t		93	h ʊ n d ( - - )
336	English	*xundaz	hound	haʊnd	h aʊ n d		93	h aʊ n d ( - - )
337	Dutch	*xundaz	hond	hɔnt	h ɔ n t		93	h ɔ n t ( - - )
621	ProtoGermanic	*xurnan	*xurnan	xurnan	x u r n a n		172	x u r n ( a n )
622	German	*xurnan	Horn	hɔrn	h ɔ r n		172	h ɔ r n ( - - )
623	English	*xurnan	horn	hɔːn	h ɔː n		172	h ɔː - n ( - - )
624	Dutch	*xurnan	hoorn	hoːrn	h oː r n		172	h oː r n ( - - )
38	ProtoGermanic	*xurstiz	*xurstiz	xurstiz	x u r s t i z		11	x u r s t ( i z )
39	German	*xurstiz	Horst	hɔrst	h ɔ r s t		11	h ɔ r s t ( - - )
40	Dutch	*xurstiz	horst	hɔrst	h ɔ r s t		11	h ɔ r s t ( - - )
594	ProtoGermanic	*xuzdan	*xuzdan	xuzdan	x u z d a n		164	x u z d ( a n )
595	German	*xuzdan	Hort	hɔrt	h ɔ r t		164	h ɔ r t ( - - )
596	English	*xuzdan	hoard	hɔːd	h ɔː d		164	h ɔː - d ( - - )
862	ProtoGermanic	*xwerbanan	*xwerbanan	xwerbanan	xʷ e r b a n a n		238	xʷ e r b a n ( a n )
863	German	*xwerbanan	werben	vɛrbən	v ɛ r b ə n		238	v ɛ r b ə n ( - - )
864	Dutch	*xwerbanan	werven	ʋɛrvə	ʋ ɛ r v ə		238	ʋ ɛ r v ə - ( - - )
244	ProtoGermanic	*xwerbilaz	*xwerbilaz	xwerbilaz	xʷ e r b i l a z		68	xʷ e r b i l ( a z )
245	German	*xwerbilaz	Wirbel	vɪrbəl	v ɪ r b ə l		68	v ɪ r b ə l ( - - )
246	Dutch	*xwerbilaz	wervel	ʋɛrvəl	ʋ ɛ r v ə l		68	ʋ ɛ r v ə l ( - - )
1779	ProtoGermanic	*xwīlō	*xwīlō	xwiːloː	xʷ iː l oː		489	xʷ iː l ( oː )
1780	German	*xwīlō	Weile	vailə	v ai l ə		489	v ai l ( ə )
1781	English	*xwīlō	while	ʋaɪl	ʋ aɪ l		489	ʋ aɪ l ( - )
1782	Dutch	*xwīlō	wijl	ʋɛɪl	ʋ ɛɪ l		489	ʋ ɛɪ l ( - )
348	ProtoGermanic	*xwōstōn	*xwōstōn	xwoːstoːn	xʷ oː s t oː n		97	xʷ oː s t ( oː n )
349	German	*xwōstōn	Husten	hʊstən	h ʊ s t ə n		97	h ʊ s t ( ə n )
350	Dutch	*xwōstōn	hoest	huːst	h uː s t		97	h uː s t ( - - )
1883	ProtoGermanic	*xōfaz	*xōfaz	xoːfaz	x oː f a z		518	x oː f ( a z )
1884	German	*xōfaz	Huf	huːf	h uː f		518	h uː f ( - - )
1885	English	*xōfaz	hoof	huːf	h uː f		518	h uː f ( - - )
1886	Dutch	*xōfaz	hoef	huːf	h uː f		518	h uː f ( - - )
1231	ProtoGermanic	*xōrōn	*xōrōn	xoːroːn	x oː r oː n		339	x oː r oː ( n )
1232	German	*xōrōn	Hure	huːrə	h uː r ə		339	h uː r ə ( - )
1233	English	*xōrōn	whore	hɔːr	h ɔː r		339	h ɔː r - ( - )
1234	Dutch	*xōrōn	hoer	huːr	h uː r		339	h uː r - ( - )
1540	ProtoGermanic	*ēdmaz	*ēdmaz	eːdmaz	eː d m a z		424	eː d - m ( a z )
1541	German	*ēdmaz	Atem	aːtəm	aː t ə m		424	aː t ə m ( - - )
1542	Dutch	*ēdmaz	adem	aːdəm	aː d ə m		424	aː d ə m ( - - )
417	ProtoGermanic	*ēdro	*ēdro	eːdro	eː d r o		115	eː d - r ( o )
418	German	*ēdro	Ader	aːdər	aː d ə r		115	aː d ə r ( - )
419	Dutch	*ēdro	ader	aːdər	aː d ə r		115	aː d ə r ( - )
770	ProtoGermanic	*ēlaz	*ēlaz	eːlaz	eː l a z		212	eː l ( a z )
771	German	*ēlaz	Aal	aːl	aː l		212	aː l ( - - )
772	English	*ēlaz	eel	iːl	iː l		212	iː l ( - - )
773	Dutch	*ēlaz	aal	aːl	aː l		212	aː l ( - - )
707	ProtoGermanic	*ūruz	*ūruz	uːruz	uː r u z		195	uː - r ( u - z - )
708	German	*ūruz	Auerochse	auərɔksə	au ə r ɔ k s ə		195	au ə r ( ɔ k s ə )
709	Dutch	*ūruz	oeros	uːrɔs	uː r ɔ s		195	uː - r ( ɔ - s - )
947	ProtoGermanic	*θakan	*θakan	θakan	θ a k a n		261	θ a k ( a n )
948	German	*θakan	Dach	dax	d a x		261	d a x ( - - )
949	English	*θakan	thatch	θæʧ	θ æ tʃ		261	θ æ tʃ ( - - )
950	Dutch	*θakan	dak	dɑk	d ɑ k		261	d ɑ k ( - - )
351	ProtoGermanic	*θankaz	*θankaz	θankaz	θ a n k a z		98	θ a n k ( a z )
352	German	*θankaz	denken	dɛŋkən	d ɛ ŋ k ə n		98	d ɛ ŋ k ( ə n )
353	English	*θankaz	think	θɪŋk	θ ɪ ŋ k		98	θ ɪ ŋ k ( - - )
354	Dutch	*θankaz	denken	dɛŋkə	d ɛ ŋ k ə		98	d ɛ ŋ k ( ə - )
1193	ProtoGermanic	*θankaz	*θankaz	θankaz	θ a n k a z		328	θ a n k ( a z )
1194	German	*θankaz	Dank	daŋk	d a ŋ k		328	d a ŋ k ( - - )
1195	English	*θankaz	thanks	θæŋks	θ æ ŋ k s		328	θ æ ŋ k ( - s )
1196	Dutch	*θankaz	dank	dɑŋk	d ɑ ŋ k		328	d ɑ ŋ k ( - - )
142	ProtoGermanic	*θarmaz	*θarmaz	θarmaz	θ a r m a z		40	θ a r m ( a z )
143	German	*θarmaz	Darm	darm	d a r m		40	d a r m ( - - )
144	Dutch	*θarmaz	darm	dɑrm	d ɑ r m		40	d ɑ r m ( - - )
1797	ProtoGermanic	*θegnaz	*θegnaz	θegnaz	θ e g n a z		494	θ e g - n ( a z )
1798	German	*θegnaz	Degen	deːɡən	d eː g ə n		494	d eː g ə n ( - - )
1799	English	*θegnaz	thane	θeɪn	θ eɪ n		494	θ eɪ - - n ( - - )
1914	ProtoGermanic	*θegwanōjanan	*θegwanōjanan	θegwanoːjanan	θ e gʷ a n oː j a n a n		527	θ e ( gʷ a ) n ( oː j ) a n ( a n )
1915	German	*θegwanōjanan	dienen	diːnən	d iː n ə n		527	d iː ( - - ) n ( - - ) ə n ( - - )
1916	Dutch	*θegwanōjanan	dienen	diːnə	d iː n ə		527	d iː ( - - ) n ( - - ) ə - ( - - )
1401	ProtoGermanic	*θegwernō	*θegwernō	θegwernoː	θ e gʷ e r n oː		385	θ e ( gʷ e ) r n ( oː )
1402	German	*θegwernō	Dirne	dɪrnə	d ɪ r n ə		385	d ɪ ( - - ) r n ( ə )
1403	Dutch	*θegwernō	deern	deːrn	d eː r n		385	d eː ( - - ) r n ( - )
1271	ProtoGermanic	*θelan	*θelan	θelan	θ e l a n		350	θ e l a ( n )
1272	German	*θelan	Diele	diːlə	d iː l ə		350	d iː l ə ( - )
1273	Dutch	*θelan	deel	deːl	d eː l		350	d eː l - ( - )
710	ProtoGermanic	*θengaz	*θengaz	θengaz	θ e n g a z		196	θ e n g ( a z )
711	German	*θengaz	Ding	dɪŋ	d ɪ ŋ		196	d ɪ ŋ - ( - - )
712	English	*θengaz	thing	θɪŋ	θ ɪ ŋ		196	θ ɪ ŋ - ( - - )
713	Dutch	*θengaz	ding	dɪŋ	d ɪ ŋ		196	d ɪ ŋ - ( - - )
584	ProtoGermanic	*θenxslō	*θenxslō	θenxsloː	θ e n x s l oː		161	θ e ( n ) x s - l ( oː )
585	German	*θenxslō	Deichsel	daiksəl	d ai k s ə l		161	d ai ( - ) k s ə l ( - )
586	Dutch	*θenxslō	dissel	dɪsəl	d ɪ s ə l		161	d ɪ ( - ) - s ə l ( - )
1708	ProtoGermanic	*θestilaz	*θestilaz	θestilaz	θ e s t i l a z		470	θ e s t i l ( a z )
1709	German	*θestilaz	Distel	dɪstəl	d ɪ s t ə l		470	d ɪ s t ə l ( - - )
1710	English	*θestilaz	thistle	θɪsḷ	θ ɪ s ə l		470	θ ɪ s - ə l ( - - )
1711	Dutch	*θestilaz	distel	dɪstəl	d ɪ s t ə l		470	d ɪ s t ə l ( - - )
647	ProtoGermanic	*θeubaz	*θeubaz	θeubaz	θ eu b a z		179	θ eu b ( a z )
648	German	*θeubaz	Dieb	diːp	d iː p		179	d iː b ( - - )
649	English	*θeubaz	thief	θiːf	θ iː f		179	θ iː f ( - - )
650	Dutch	*θeubaz	dief	diːf	d iː f		179	d iː f ( - - )
225	ProtoGermanic	*θrejez	*θrejez	θrejez	θ r e j e z		63	θ r e j ( e z )
226	German	*θrejez	drei	drai	d r ai		63	d r ai - ( - - )
227	English	*θrejez	three	θriː	θ r iː		63	θ r iː - ( - - )
228	Dutch	*θrejez	drie	driː	d r iː		63	d r iː - ( - - )
1004	ProtoGermanic	*θrengwanan	*θrengwanan	θrengwanan	θ r e n gʷ a n a n		276	θ r e n gʷ a n ( a n )
1005	German	*θrengwanan	dringen	drɪŋən	d r ɪ ŋ ə n		276	d r ɪ ŋ - ə n ( - - )
1006	Dutch	*θrengwanan	dringen	drɪŋə	d r ɪ ŋ ə		276	d r ɪ ŋ - ə - ( - - )
1343	ProtoGermanic	*θreskanan	*θreskanan	θreskanan	θ r e s k a n a n		370	θ - r e s k a n ( a n )
1344	German	*θreskanan	dreschen	drɛʃən	d r ɛ ʃ ə n		370	d - r ɛ ʃ - ə n ( - - )
1345	English	*θreskanan	thrash	θræʃ	θ r æ ʃ		370	θ - r æ ʃ - - - ( - - )
1346	Dutch	*θreskanan	dorsen	dɔrsə	d ɔ r s ə		370	d ɔ r - s - ə - ( - - )
1099	ProtoGermanic	*θrēanan	*θrēanan	θreːanan	θ r eː a n a n		302	θ r eː - a n ( a n )
1100	German	*θrēanan	drehen	dreːən	d r eː ə n		302	d r eː - ə n ( - - )
1101	Dutch	*θrēanan	draaien	draːjə	d r aː j ə		302	d r aː j ə - ( - - )
546	ProtoGermanic	*θunraz	*θunraz	θunraz	θ u n r a z		150	θ u n - - r ( a z )
547	German	*θunraz	Donner	dɔnər	d ɔ n ə r		150	d ɔ n - ə r ( - - )
548	English	*θunraz	thunder	θʌndər	θ ʌ n d ə r		150	θ ʌ n d ə r ( - - )
549	Dutch	*θunraz	donder	dɔndər	d ɔ n d ə r		150	d ɔ n d ə r ( - - )
1652	ProtoGermanic	*θurnuz	*θurnuz	θurnuz	θ u r n u z		455	θ u r n ( u z )
1653	German	*θurnuz	Dorn	dɔrn	d ɔ r n		455	d ɔ r n ( - - )
1654	English	*θurnuz	thorn	θɔːn	θ ɔː n		455	θ ɔː - n ( - - )
1655	Dutch	*θurnuz	doorn	doːrn	d oː r n		455	d oː r n ( - - )
610	ProtoGermanic	*θurpan	*θurpan	θurpan	θ u r p a n		169	θ u r p ( a n )
611	German	*θurpan	Dorf	dɔrf	d ɔ r f		169	d ɔ r f ( - - )
612	Dutch	*θurpan	dorp	dɔrp	d ɔ r p		169	d ɔ r p ( - - )
64	ProtoGermanic	*θurstuz	*θurstuz	θurstuz	θ u r s t u z		19	θ u r s t ( u z )
65	German	*θurstuz	Durst	dʊrst	d ʊ r s t		19	d ʊ r s t ( - - )
66	English	*θurstuz	thirst	θɜːst	θ ɜː s t		19	θ ɜː - s t ( - - )
67	Dutch	*θurstuz	dorst	dɔrst	d ɔ r s t		19	d ɔ r s t ( - - )
869	ProtoGermanic	*θwenganan	*θwenganan	θwenganan	θ w e n g a n a n		240	θ w e n g a n ( a n )
870	German	*θwenganan	zwingen	t͡svɪŋən	ts v ɪ ŋ ə n		240	ts v ɪ ŋ - ə n ( - - )
871	Dutch	*θwenganan	dwingen	dʋɪŋə	d ʋ ɪ ŋ ə		240	d ʋ ɪ ŋ - ə - ( - - )
423	ProtoGermanic	*θūs-undī	*θūs-undī	θuːs+undiː	θ uː s + u n d iː		117	θ uː s ( + ) u n d ( iː )
424	German	*θūs-undī	tausend	tauzənt	t au z ə n d		117	t au z ( - ) ə n d ( - )
425	English	*θūs-undī	thousand	θaʊzṇd	θ aʊ z ə n d		117	θ aʊ z ( - ) ə n d ( - )
426	Dutch	*θūs-undī	duizend	dœyzənt	d œy z ə n t		117	d œy z ( - ) ə n t ( - )
