ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
1457	German	*rugiz	Roggen	rɔɡən	r ɔ g ə n		400	r ɔ g ə ( n )
1458	English	*rugiz	rye	raɪ	r aɪ		400	r aɪ - - ( - )
1459	Dutch	*rugiz	rogge	rɔɣə	r ɔ ɣ ə		400	r ɔ ɣ ə ( - )
1377	ProtoGermanic	*rukkiz	*rukkiz	rukkiz	r u kː i z		379	r u kː ( i z )
1378	German	*rukkiz	Ruck	rʊk	r ʊ k		379	r ʊ k ( - - )
1379	English	*rukkiz	rock	rɔk	r ɔ k		379	r ɔ k ( - - )
1380	Dutch	*rukkiz	ruk	rʉk	r ʉ k		379	r ʉ k ( - - )
732	ProtoGermanic	*rustō	*rustō	rustoː	r u s t oː		202	r u s t ( oː )
733	German	*rustō	Rost	rɔst	r ɔ s t		202	r ɔ s t ( - )
734	English	*rustō	rust	rʌst	r ʌ s t		202	r ʌ s t ( - )
735	Dutch	*rustō	roest	ruːst	r uː s t		202	r uː s t ( - )
1800	ProtoGermanic	*rēdan	*rēdan	reːdan	r eː d a n		495	r eː d ( a n )
1801	German	*rēdan	Rat	raːt	r aː t		495	r aː t ( - - )
1802	Dutch	*rēdan	raad	raːt	r aː t		495	r aː t ( - - )
1640	ProtoGermanic	*rēdanan	*rēdanan	reːdanan	r eː d a n a n		452	r eː d a n ( a n )
1641	German	*rēdanan	raten	raːtən	r aː t ə n		452	r aː t ə n ( - - )
1642	English	*rēdanan	read	riːd	r iː d		452	r iː d - - ( - - )
1643	Dutch	*rēdanan	raden	raːdɛn	r aː d ɛ n		452	r aː d ɛ n ( - - )
914	ProtoGermanic	*rēmaz	*rēmaz	reːmaz	r eː m a z		252	r eː m ( a z )
915	German	*rēmaz	Rahm	raːm	r aː m		252	r aː m ( - - )
916	Dutch	*rēmaz	room	roːm	r oː m		252	r oː m ( - - )
164	ProtoGermanic	*rīdanan	*rīdanan	riːdanan	r iː d a n a n		47	r iː d a n ( a n )
165	German	*rīdanan	reiten	raitən	r ai t ə n		47	r ai t ə n ( - - )
166	English	*rīdanan	ride	raɪd	r aɪ d		47	r aɪ d - - ( - - )
167	Dutch	*rīdanan	rijden	rɛɪdə	r ɛɪ d ə		47	r ɛɪ d ə - ( - - )
1092	ProtoGermanic	*rōdō	*rōdō	roːdoː	r oː d oː		300	r oː d oː
1093	German	*rōdō	Rute	ruːtə	r uː t ə		300	r uː t ə
1094	English	*rōdō	rood	ruːd	r uː d		300	r uː d -
1664	ProtoGermanic	*rōθraz	*rōθraz	roːθraz	r oː θ r a z		458	r oː θ - r ( a z )
1665	German	*rōθraz	Ruder	ruːdər	r uː d ə r		458	r uː d ə r ( - - )
1666	English	*rōθraz	rudder	rʌdər	r ʌ d ə r		458	r ʌ d ə r ( - - )
1667	Dutch	*rōθraz	roer	ruːr	r uː r		458	r uː - - r ( - - )
495	ProtoGermanic	*rūman	*rūman	ruːman	r uː m a n		136	r uː m ( a n )
496	German	*rūman	Raum	raum	r au m		136	r au m ( - - )
497	English	*rūman	room	ruːm	r uː m		136	r uː m ( - - )
498	Dutch	*rūman	ruim	rœym	r œy m		136	r œy m ( - - )
1482	ProtoGermanic	*sai	*sai	sai	s ai		408	s ai
1483	German	*sai	See	zeː	z eː		408	z eː
1484	English	*sai	sea	siː	s iː		408	s iː
1485	Dutch	*sai	zee	zeː	z eː		408	z eː
1891	ProtoGermanic	*sailō	*sailō	sailoː	s ai l oː		520	s ai l ( oː )
1892	German	*sailō	Seil	zail	z ai l		520	z ai l ( - )
1893	Dutch	*sailō	zeel	zeːl	z eː l		520	z eː l ( - )
1320	ProtoGermanic	*saiwalō	*saiwalō	saiwaloː	s ai w a l oː		363	s ai w a l oː
1321	German	*saiwalō	Seele	zeːlə	z eː l ə		363	z eː - - l ə
1322	English	*saiwalō	soul	səʊl	s əʊ l		363	s əʊ - - l -
1323	Dutch	*saiwalō	ziel	ziːl	z iː l		363	z iː - - l -
135	ProtoGermanic	*sakō	*sakō	sakoː	s a k oː		38	s a k oː
136	German	*sakō	Sache	zaxə	z a x ə		38	z a x ə
137	English	*sakō	sake	sɑːkɪ	s ɑː k ɪ		38	s eɪ k -
138	Dutch	*sakō	zaak	zaːk	z aː k		38	z aː k -
330	ProtoGermanic	*salbō	*salbō	salboː	s a l b oː		92	s a l b oː
331	German	*salbō	Salbe	zalbə	z a l b ə		92	z a l b ə
332	English	*salbō	salve	sælv	s æ l v		92	s æ l v -
333	Dutch	*salbō	zalf	zɑlf	z ɑ l f		92	z ɑ l f -
1530	ProtoGermanic	*saliz	*saliz	saliz	s a l i z		421	s a l ( i z )
1531	German	*saliz	Saal	zaːl	z aː l		421	z aː l ( - - )
1532	Dutch	*saliz	zaal	zaːl	z aː l		421	z aː l ( - - )
1210	ProtoGermanic	*saltan	*saltan	saltan	s a l t a n		333	s a l t ( a n )
1211	German	*saltan	Salz	zalt͡s	z a l ts		333	z a l ts ( - - )
1212	English	*saltan	salt	sɔːlt	s ɔː l t		333	s ɔː l t ( - - )
1213	Dutch	*saltan	zout	zɑut	z ɑu t		333	z ɑu - t ( - - )
1373	ProtoGermanic	*sandjanan	*sandjanan	sandjanan	s a n d j a n a n		378	s a n d j a n ( a n )
1374	German	*sandjanan	senden	zɛndən	z ɛ n d ə n		378	z ɛ n d - ə n ( - - )
1375	English	*sandjanan	send	sɛnd	s ɛ n d		378	s ɛ n d - - - ( - - )
1376	Dutch	*sandjanan	zenden	zɛndə	z ɛ n d ə		378	z ɛ n d - ə - ( - - )
1601	ProtoGermanic	*sangjanan	*sangjanan	sangjanan	s a n g j a n a n		441	s a n g j a n ( a n )
1602	German	*sangjanan	sengen	zɛŋən	z ɛ ŋ ə n		441	z ɛ ŋ - - ə n ( - - )
1603	English	*sangjanan	singe	sɪnʤ	s ɪ n dʒ		441	s ɪ n dʒ - - - ( - - )
1604	Dutch	*sangjanan	zengen	zɛŋə	z ɛ ŋ ə		441	z ɛ ŋ - - ə - ( - - )
972	ProtoGermanic	*sapōn	*sapōn	sapoːn	s a p oː n		268	s a p ( oː n - )
973	German	*sapōn	Saft	zaft	z a f t		268	z a f ( - - t )
974	English	*sapōn	sap	sæp	s æ p		268	s æ p ( - - - )
975	Dutch	*sapōn	sap	sɑp	s ɑ p		268	s ɑ p ( - - - )
1811	ProtoGermanic	*satjanan	*satjanan	satjanan	s a t j a n a n		498	s a t j a n ( a n )
1812	German	*satjanan	setzen	zɛt͡sən	z ɛ ts ə n		498	z ɛ ts - ə n ( - - )
1813	English	*satjanan	set	sɛt	s ɛ t		498	s ɛ t - - - ( - - )
1814	Dutch	*satjanan	zetten	zɛtə	z ɛ t ə		498	z ɛ t - ə - ( - - )
510	ProtoGermanic	*saumaz	*saumaz	saumaz	s au m a z		140	s au m ( a z )
511	German	*saumaz	Saum	zaum	z au m		140	z au m ( - - )
512	English	*saumaz	seam	siːm	s iː m		140	s iː m ( - - )
513	Dutch	*saumaz	zoom	zoːm	z oː m		140	z oː m ( - - )
174	ProtoGermanic	*sebun	*sebun	sebun	s e b u n		50	s e b u n
175	German	*sebun	sieben	ziːbən	z iː b ə n		50	z iː b ə n
176	English	*sebun	seven	sɛvṇ	s ɛ v ə n		50	s ɛ v ə n
177	Dutch	*sebun	zeven	zeːvə	z eː v ə		50	z eː v ə -
1109	ProtoGermanic	*seduz	*seduz	seduz	s e d u z		305	s e d u ( z )
1110	German	*seduz	Sitte	zɪtə	z ɪ t ə		305	z ɪ t ə ( - )
1111	Dutch	*seduz	zede	zeːdə	z eː d ə		305	z eː d ə ( - )
722	ProtoGermanic	*segez	*segez	segez	s e g e z		199	s e g e ( z )
723	German	*segez	Sieg	ziːk	z iː k		369	z iː k ( - - )
724	Dutch	*segez	zege	zeːɣə	z eː ɣ ə		199	z eː ɣ ə ( - )
1928	ProtoGermanic	*segez	*segez	segez	s e g e z		369	s e g ( e z )
936	ProtoGermanic	*seglan	*seglan	seglan	s e g l a n		258	s e g - l ( a n )
937	German	*seglan	Segel	zeːɡəl	z eː g ə l		258	z eː g ə l ( - - )
938	English	*seglan	sail	seɪl	s eɪ l		258	s eɪ - - l ( - - )
939	Dutch	*seglan	zeil	zɛɪl	z ɛɪ l		258	z ɛɪ - - l ( - - )
1561	ProtoGermanic	*sengwanan	*sengwanan	sengwanan	s e n gʷ a n a n		430	s e n gʷ a n ( a n )
1562	German	*sengwanan	singen	zɪŋən	z ɪ ŋ ə n		430	z ɪ ŋ - ə n ( - - )
1563	English	*sengwanan	sing	sɪŋ	s ɪ ŋ		430	s ɪ ŋ - - - ( - - )
1564	Dutch	*sengwanan	zingen	zɪŋə	z ɪ ŋ ə		430	z ɪ ŋ - ə - ( - - )
1186	ProtoGermanic	*setjanan	*setjanan	setjanan	s e t j a n a n		326	s e t j a n ( a n )
1187	German	*setjanan	sitzen	zɪt͡sən	z ɪ ts ə n		326	z ɪ ts - ə n ( - - )
1188	English	*setjanan	sit	sɪt	s ɪ t		326	s ɪ t - - - ( - - )
1189	Dutch	*setjanan	zitten	zɪtə	z ɪ t ə		326	z ɪ t - ə - ( - - )
1157	ProtoGermanic	*sexs	*sexs	sexs	s e x s		318	s e x s
1158	German	*sexs	sechs	zɛks	z ɛ k s		318	z ɛ k s
1159	English	*sexs	six	sɪks	s ɪ k s		318	s ɪ k s
1160	Dutch	*sexs	zes	zɛs	z ɛ s		318	z ɛ - s
1742	ProtoGermanic	*sibaz	*sibaz	sibaz	s i b a z		479	s i b ( a z )
1743	German	*sibaz	Sieb	ziːp	z iː p		479	z iː b ( - - )
1744	English	*sibaz	sieve	sɪv	s ɪ v		479	s ɪ v ( - - )
1745	Dutch	*sibaz	zeef	zeːf	z eː f		479	z eː f ( - - )
1853	ProtoGermanic	*skaftan	*skaftan	skaftan	s k a f t a n		510	s k a f t ( a n )
1854	German	*skaftan	Schaft	ʃaft	ʃ a f t		510	ʃ - a f t ( - - )
1855	English	*skaftan	shaft	ʃɑːft	ʃ ɑː f t		510	ʃ - ɑː f t ( - - )
1856	Dutch	*skaftan	schacht	sxɑxt	s x ɑ x t		510	s x ɑ x t ( - - )
1112	ProtoGermanic	*skaiθiz	*skaiθiz	skaiθiz	s k ai θ i z		306	s k ai θ i ( z )
1113	German	*skaiθiz	Scheide	ʃaidə	ʃ ai d ə		306	ʃ - ai d ə ( - )
1114	English	*skaiθiz	sheath	ʃiːθ	ʃ iː θ		306	ʃ - iː θ - ( - )
1115	Dutch	*skaiθiz	schede	sxeːdə	s x eː d ə		306	s x eː d ə ( - )
277	ProtoGermanic	*skalkaz	*skalkaz	skalkaz	s k a l k a z		77	s k a l k ( a z )
278	German	*skalkaz	Schalk	ʃalk	ʃ a l k		77	ʃ - a l k ( - - )
279	Dutch	*skalkaz	schalk	sxɑlk	s x ɑ l k		77	s x ɑ l k ( - - )
1077	ProtoGermanic	*skamō	*skamō	skamoː	s k a m oː		296	s k a m ( oː )
1078	German	*skamō	Scham	ʃaːm	ʃ aː m		296	ʃ - aː m ( - )
1079	English	*skamō	shame	ʃeɪm	ʃ eɪ m		296	ʃ - eɪ m ( - )
1598	ProtoGermanic	*skandō	*skandō	skandoː	s k a n d oː		440	s k a n d oː
1599	German	*skandō	Schande	ʃandə	ʃ a n d ə		440	ʃ - a n d ə
1600	Dutch	*skandō	schande	sxɑndə	s x ɑ n d ə		440	s x ɑ n d ə
1712	ProtoGermanic	*skankjanan	*skankjanan	skankjanan	s k a n k j a n a n		471	s k a n k j a n ( a n )
1713	German	*skankjanan	schenken	ʃɛŋkən	ʃ ɛ ŋ k ə n		471	ʃ - ɛ ŋ k - ə n ( - - )
1714	Dutch	*skankjanan	schenken	sxɛŋkə	s x ɛ ŋ k ə		471	s x ɛ ŋ k - ə - ( - - )
944	ProtoGermanic	*skattaz	*skattaz	skattaz	s k a t a z		260	s k a t ( a z )
945	German	*skattaz	Schatz	ʃat͡s	ʃ a ts		260	ʃ - a ts ( - - )
946	Dutch	*skattaz	schat	sxɑt	s x ɑ t		260	s x ɑ t ( - - )
1282	ProtoGermanic	*skawōjanan	*skawōjanan	skawoːjanan	s k a w oː j a n a n		353	s k a w oː j a n ( a n )
1283	German	*skawōjanan	schauen	ʃauən	ʃ au ə n		353	ʃ - au - - - ə n ( - - )
1284	English	*skawōjanan	show	ʃəʊ	ʃ əʊ		353	ʃ - əʊ - - - - - ( - - )
1285	Dutch	*skawōjanan	schouwen	sxɑuʋə	s x ɑu ʋ ə		353	s x ɑu ʋ - - ə - ( - - )
306	ProtoGermanic	*skelduz	*skelduz	skelduz	s k e l d u z		86	s k e l d ( u z )
307	German	*skelduz	Schild	ʃɪlt	ʃ ɪ l t		86	ʃ - ɪ l t ( - - )
308	English	*skelduz	shield	ʃiːld	ʃ iː l d		86	ʃ - iː l d ( - - )
309	Dutch	*skelduz	schild	sxɪlt	s x ɪ l t		86	s x ɪ l t ( - - )
959	ProtoGermanic	*skellin)az	*skellin)az	skellinaz	s k e lː i n a z		264	s k e lː i n a z
960	German	*skellin)az	Schilling	ʃɪlɪŋ	ʃ ɪ l ɪ ŋ		264	ʃ - ɪ l ɪ ŋ - ( - - )
961	English	*skellin)az	shilling	ʃɪlɪŋ	ʃ ɪ l ɪ ŋ		264	ʃ - ɪ l ɪ ŋ - ( - - )
1419	ProtoGermanic	*skeranan	*skeranan	skeranan	s k e r a n a n		390	s k e r a n ( a n )
1420	German	*skeranan	scheren	ʃeːrən	ʃ eː r ə n		390	ʃ - eː r ə n ( - - )
1421	English	*skeranan	shear	ʃɪər	ʃ ɪə r		390	ʃ - ɪə r - - ( - - )
1422	Dutch	*skeranan	scheren	sxeːrə	s x eː r ə		390	s x eː r ə - ( - - )
1434	ProtoGermanic	*skeubanan	*skeubanan	skeubanan	s k eu b a n a n		394	s k eu b a n ( a n )
1435	German	*skeubanan	schieben	ʃiːbən	ʃ iː b ə n		394	ʃ - iː b ə n ( - - )
1436	English	*skeubanan	shove	ʃʌv	ʃ ʌ v		394	ʃ - ʌ v - - ( - - )
1437	Dutch	*skeubanan	schuiven	sxœyvə	s x œy v ə		394	s x œy v ə - ( - - )
58	ProtoGermanic	*skuldiz	*skuldiz	skuldiz	s k u l d i z		17	s k u l d ( i z )
59	German	*skuldiz	Schuld	ʃʊlt	ʃ ʊ l d		17	ʃ - ʊ l d ( - - )
60	Dutch	*skuldiz	schuld	sxʉlt	s x ʉ l t		17	s x ʉ l t ( - - )
587	ProtoGermanic	*skuldrō	*skuldrō	skuldroː	s k u l d r oː		162	s k u l d - r ( oː )
588	German	*skuldrō	Schulter	ʃʊltər	ʃ ʊ l t ə r		162	ʃ - ʊ l t ə r ( - )
589	English	*skuldrō	shoulder	ʃəʊldər	ʃ əʊ l d ə r		162	ʃ - əʊ l d ə r ( - )
590	Dutch	*skuldrō	schouder	sxɑudər	s x ɑu d ə r		162	s x ɑu - d ə r ( - )
1872	ProtoGermanic	*skullōn	*skullōn	skulloːn	s k u lː oː n		515	s k u lː oː ( n )
1873	German	*skullōn	Scholle	ʃɔlə	ʃ ɔ l ə		515	ʃ - ɔ l ə ( - )
1874	Dutch	*skullōn	schol	sxɔl	s x ɔ l		515	s x ɔ l - ( - )
550	ProtoGermanic	*skuman	*skuman	skuman	s k u m a n		151	s k u m ( a n )
551	German	*skuman	Schaum	ʃaum	ʃ au m		151	ʃ - au m ( - - )
552	Dutch	*skuman	schuim	sxœym	s x œy m		151	s x œy m ( - - )
94	ProtoGermanic	*skēlō	*skēlō	skeːloː	s k eː l oː		27	s k eː l oː
95	German	*skēlō	Schale	ʃaːlə	ʃ aː l ə		27	ʃ - aː l ə
96	Dutch	*skēlō	schaal	sxaːl	s x aː l		27	s x aː l -
1363	ProtoGermanic	*skēpan	*skēpan	skeːpan	s k eː p a n		375	s k eː p ( a n )
1364	German	*skēpan	Schaf	ʃaːf	ʃ aː f		375	ʃ - aː f ( - - )
1365	English	*skēpan	sheep	ʃiːp	ʃ iː p		375	ʃ - iː p ( - - )
1366	Dutch	*skēpan	schaap	sxaːp	s x aː p		375	s x aː p ( - - )
1217	ProtoGermanic	*skībōn	*skībōn	skiːboːn	s k iː b oː n		335	s k iː b oː ( n )
1218	German	*skībōn	Scheibe	ʃaibə	ʃ ai b ə		335	ʃ - ai b ə ( - )
1219	Dutch	*skībōn	schijf	sxɛɪf	s x ɛɪ f		335	s x ɛɪ f - ( - )
1393	ProtoGermanic	*skīnanan	*skīnanan	skiːnanan	s k iː n a n a n		383	s k iː n a n ( a n )
1394	German	*skīnanan	scheinen	ʃainən	ʃ ai n ə n		383	ʃ - ai n ə n ( - - )
1395	English	*skīnanan	shine	ʃaɪn	ʃ aɪ n		383	ʃ - aɪ n - - ( - - )
1396	Dutch	*skīnanan	schijnen	sxɛɪnə	s x ɛɪ n ə		383	s x ɛɪ n ə - ( - - )
718	ProtoGermanic	*skūflō	*skūflō	skuːfloː	s k uː f l oː		198	s k uː f - l ( oː )
719	German	*skūflō	Schaufel	ʃaufəl	ʃ au f ə l		198	ʃ - au f ə l ( - )
720	English	*skūflō	shovel	ʃʌvḷ	ʃ ʌ v ə l		198	ʃ - ʌ v ə l ( - )
721	Dutch	*skūflō	schoffel	sxɔfəl	s x ɔ f ə l		198	s x ɔ f ə l ( - )
1190	ProtoGermanic	*skūrō	*skūrō	skuːroː	s k uː r oː		327	s k uː - r ( oː )
1191	German	*skūrō	Schauer	ʃauər	ʃ au ə r		327	ʃ - au ə r ( - )
1192	English	*skūrō	shower	ʃaʊər	ʃ aʊ ə r		327	ʃ - aʊ ə r ( - )
1141	ProtoGermanic	*slaxanan	*slaxanan	slaxanan	s l a x a n a n		314	s l a x a n ( a n )
1142	German	*slaxanan	schlagen	ʃlaːɡən	ʃ l aː g ə n		314	ʃ l aː g ə n ( - - )
1143	English	*slaxanan	slay	sleɪ	s l eɪ		314	s l eɪ - - - ( - - )
1144	Dutch	*slaxanan	slaan	slaːn	s l aː n		314	s l aː - - n ( - - )
1660	ProtoGermanic	*slēpanan	*slēpanan	sleːpanan	s l eː p a n a n		457	s l eː p a n ( a n )
1661	German	*slēpanan	schlafen	ʃlaːfən	ʃ l aː f ə n		457	ʃ l aː f ə n ( - - )
1662	English	*slēpanan	sleep	sliːp	s l iː p		457	s l iː p - - ( - - )
1663	Dutch	*slēpanan	slapen	slaːpə	s l aː p ə		457	s l aː p ə - ( - - )
1904	ProtoGermanic	*slīman	*slīman	sliːman	s l iː m a n		524	s l iː m ( a n )
1905	German	*slīman	Schleim	ʃlaim	ʃ l ai m		524	ʃ l ai m ( - - )
1906	English	*slīman	slime	slaɪm	s l aɪ m		524	s l aɪ m ( - - )
1907	Dutch	*slīman	slijm	slɛɪm	s l ɛɪ m		524	s l ɛɪ m ( - - )
1595	ProtoGermanic	*slīpanan	*slīpanan	sliːpanan	s l iː p a n a n		439	s l iː p a n ( a n )
1596	German	*slīpanan	schleifen	ʃlaifən	ʃ l ai f ə n		439	ʃ l ai f ə n ( - - )
1597	Dutch	*slīpanan	slijpen	slɛɪpə	s l ɛɪ p ə		439	s l ɛɪ p ə - ( - - )
1807	ProtoGermanic	*smerwjanan	*smerwjanan	smerwjanan	s m e r w j a n a n		497	s m e r w j a n ( a n )
1808	German	*smerwjanan	schmieren	ʃmiːrən	ʃ m iː r ə n		497	ʃ m iː r - - ə n ( - - )
1809	English	*smerwjanan	smear	smɪər	s m ɪə r		497	s m ɪə r - - - - ( - - )
1810	Dutch	*smerwjanan	smeren	smeːrə	s m eː r ə		497	s m eː r - - ə - ( - - )
1054	ProtoGermanic	*snaigwaz	*snaigwaz	snaigwaz	s n ai gʷ a z		290	s n ai ( gʷ a z )
1055	German	*snaigwaz	Schnee	ʃneː	ʃ n eː		290	ʃ n eː ( - - - )
1056	English	*snaigwaz	snow	snəʊ	s n əʊ		290	s n əʊ ( - - - )
1057	Dutch	*snaigwaz	sneeuw	sneːʋ	s n eː ʋ		290	s n eː ( ʋ - - )
1204	ProtoGermanic	*snīθanan	*snīθanan	sniːθanan	s n iː θ a n a n		331	s n iː θ a n ( a n )
1205	German	*snīθanan	schneiden	ʃnaidən	ʃ n ai d ə n		331	ʃ n ai d ə n ( - - )
1206	Dutch	*snīθanan	snijden	snɛɪdə	s n ɛɪ d ə		331	s n ɛɪ d ə - ( - - )
1772	ProtoGermanic	*snōrō	*snōrō	snoːroː	s n oː r oː		487	s n oː r ( oː )
1773	German	*snōrō	Schnur	ʃnuːr	ʃ n uː r		487	ʃ n uː r ( - )
1774	Dutch	*snōrō	snoer	snuːr	s n uː r		487	s n uː r ( - )
1917	ProtoGermanic	*spaldanan	*spaldanan	spaldanan	s p a l d a n a n		528	s p a l d a n ( a n )
1918	German	*spaldanan	spalten	ʃpaltən	ʃ p a l t ə n		528	ʃ p a l t ə n ( - - )
1919	Dutch	*spaldanan	spouwen	spɑuʋə	s p ɑu ʋ ə		528	s p ɑu ʋ - ə - ( - - )
521	ProtoGermanic	*spangō	*spangō	spangoː	s p a n g oː		143	s p a n g ( oː )
522	German	*spangō	Spange	ʃpaŋə	ʃ p a ŋ ə		143	ʃ p a ŋ - ( ə )
523	Dutch	*spangō	spang	spɑŋ	s p ɑ ŋ		143	s p ɑ ŋ - ( - )
1351	ProtoGermanic	*spannanan	*spannanan	spannanan	s p a nː a n a n		372	s p a nː a n ( a n )
1352	German	*spannanan	spannen	ʃpanən	ʃ p a n ə n		372	ʃ p a n ə n ( - - )
1353	English	*spannanan	span	spæn	s p æ n		372	s p æ n - - ( - - )
1354	Dutch	*spannanan	spannen	spɑnə	s p ɑ n ə		372	s p ɑ n ə - ( - - )
567	ProtoGermanic	*spannō	*spannō	spannoː	s p a nː oː		156	s p a nː ( oː )
568	German	*spannō	Spanne	ʃpanə	ʃ p a n ə		156	ʃ p a n ( ə )
569	English	*spannō	span	spæn	s p æ n		156	s p æ n ( - )
1227	ProtoGermanic	*sparrōn	*sparrōn	sparroːn	s p a r oː n		338	s p a r oː n
1228	German	*sparrōn	Sparren	ʃparən	ʃ p a r ə n		338	ʃ p a r ə n
1229	English	*sparrōn	spar	spɑːr	s p ɑː r		338	s p ɑː r - -
1230	Dutch	*sparrōn	spar	spɑr	s p ɑ r		338	s p ɑ r - -
830	ProtoGermanic	*sparēnan	*sparēnan	spareːnan	s p a r eː n a n		229	s p a r eː n ( a n )
831	German	*sparēnan	sparen	ʃpaːrən	ʃ p aː r ə n		229	ʃ p aː r ə n ( - - )
832	English	*sparēnan	spare	spɛər	s p ɛə r		229	s p ɛə r - - ( - - )
833	Dutch	*sparēnan	sparen	spaːrə	s p aː r ə		229	s p aː r ə - ( - - )
299	ProtoGermanic	*spennanan	*spennanan	spennanan	s p e nː a n a n		84	s p e nː a n ( a n )
300	German	*spennanan	spinnen	ʃpɪnən	ʃ p ɪ n ə n		84	ʃ p ɪ n ə n ( - - )
301	English	*spennanan	spin	spɪn	s p ɪ n		84	s p ɪ n - - ( - - )
302	Dutch	*spennanan	spinnen	spɪnə	s p ɪ n ə		84	s p ɪ n ə - ( - - )
178	ProtoGermanic	*spennilō	*spennilō	spenniloː	s p e nː i l oː		51	s p e nː - i l ( oː )
179	German	*spennilō	Spindel	ʃpɪndəl	ʃ p ɪ n d ə l		51	ʃ p ɪ n d ə l ( - )
180	English	*spennilō	spindle	spɪndḷ	s p ɪ n d ə l		51	s p ɪ n d ə l ( - )
181	Dutch	*spennilō	spil	spɪl	s p ɪ l		51	s p ɪ - - - l ( - )
363	ProtoGermanic	*speru	*speru	speru	s p e r u		101	s p e r ( u )
364	German	*speru	Speer	ʃpeːr	ʃ p eː r		101	ʃ p eː r ( - )
365	English	*speru	spear	spɪər	s p ɪə r		101	s p ɪə r ( - )
366	Dutch	*speru	speer	speːr	s p eː r		101	s p eː r ( - )
1021	ProtoGermanic	*spikan	*spikan	spikan	s p i k a n		281	s p i kk ( a n )
1022	German	*spikan	Speck	ʃpɛk	ʃ p ɛ k		281	ʃ p ɛ k ( - - )
1023	Dutch	*spikan	spek	spɛk	s p ɛ k		281	s p ɛ k ( - - )
1701	ProtoGermanic	*spixtaz	*spixtaz	spixtaz	s p i x t a z		468	s p i x t ( a z )
1702	German	*spixtaz	Specht	ʃpɛxt	ʃ p ɛ x t		468	ʃ p ɛ x t ( - - )
1703	Dutch	*spixtaz	specht	spɛxt	s p ɛ x t		468	s p ɛ x t ( - - )
1496	ProtoGermanic	*spraidjanan	*spraidjanan	spraidjanan	s p r ai d j a n a n		412	s p r ai d j a n ( a n )
1497	German	*spraidjanan	spreiten	ʃpraitən	ʃ p r ai t ə n		412	ʃ p r ai t - ə n ( - - )
1498	English	*spraidjanan	spread	sprɛd	s p r ɛ d		412	s p r ɛ d - - - ( - - )
1499	Dutch	*spraidjanan	spreiden	sprɛɪdə	s p r ɛɪ d ə		412	s p r ɛɪ d - ə - ( - - )
1469	ProtoGermanic	*sprutōn	*sprutōn	sprutoːn	s p r u t oː n		404	s p - r u t oː ( n )
1470	German	*sprutōn	Sprosse	ʃprɔsə	ʃ p r ɔ s ə		404	ʃ p - r ɔ s ə ( - )
1471	Dutch	*sprutōn	sport	spɔrt	s p ɔ r t		404	s p ɔ r - t - ( - )
68	ProtoGermanic	*spuran	*spuran	spuran	s p u r a n		20	s p u r ( a n )
69	German	*spuran	Sporn	ʃpɔrn	ʃ p ɔ r n		20	ʃ p ɔ r ( - n )
70	English	*spuran	spur	spɜːr	s p ɜː r		20	s p ɜː r ( - - )
71	Dutch	*spuran	spoor	spoːr	s p oː r		20	s p oː r ( - - )
413	ProtoGermanic	*spēnuz	*spēnuz	speːnuz	s p eː n u z		114	s p eː n ( u z )
414	German	*spēnuz	Span	ʃpaːn	ʃ p aː n		114	ʃ p aː n ( - - )
415	English	*spēnuz	spoon	spuːn	s p uː n		114	s p uː n ( - - )
416	Dutch	*spēnuz	spaan	spaːn	s p aː n		114	s p aː n ( - - )
1397	ProtoGermanic	*stabiz	*stabiz	stabiz	s t a b i z		384	s t a b ( i z )
1398	German	*stabiz	Stab	ʃtaːp	ʃ t aː p		384	ʃ t aː b ( - - )
1399	English	*stabiz	staff	stɑːf	s t ɑː f		384	s t ɑː f ( - - )
1400	Dutch	*stabiz	staf	stɑf	s t ɑ f		384	s t ɑ f ( - - )
1408	ProtoGermanic	*stainaz	*stainaz	stainaz	s t ai n a z		387	s t ai n ( a z )
1409	German	*stainaz	Stein	ʃtain	ʃ t ai n		387	ʃ t ai n ( - - )
1410	English	*stainaz	stone	stəʊn	s t əʊ n		387	s t əʊ n ( - - )
1411	Dutch	*stainaz	steen	steːn	s t eː n		387	s t eː n ( - - )
841	ProtoGermanic	*stallaz	*stallaz	stallaz	s t a lː a z		232	s t a lː ( a z )
842	German	*stallaz	Stall	ʃtal	ʃ t a l		232	ʃ t a l ( - - )
843	Dutch	*stallaz	stal	stɑl	s t ɑ l		232	s t ɑ l ( - - )
1619	ProtoGermanic	*stamnaz	*stamnaz	stamnaz	s t a m n a z		446	s t a m ( n a z )
1620	German	*stamnaz	Stamm	ʃtam	ʃ t a m		446	ʃ t a m ( - - - )
1621	English	*stamnaz	stem	stɛm	s t ɛ m		446	s t ɛ m ( - - - )
1622	Dutch	*stamnaz	stam	stɑm	s t ɑ m		446	s t ɑ m ( - - - )
736	ProtoGermanic	*stangō	*stangō	stangoː	s t a n g oː		203	s t a n g ( oː )
737	German	*stangō	Stange	ʃtaŋə	ʃ t a ŋ ə		203	ʃ t a ŋ - ( ə )
738	Dutch	*stangō	stang	stɑŋ	s t ɑ ŋ		203	s t ɑ ŋ - ( - )
823	ProtoGermanic	*stebnō	*stebnō	stebnoː	s t e b n oː		227	s t e b n oː
824	German	*stebnō	Stimme	ʃtɪmə	ʃ t ɪ m ə		227	ʃ t ɪ - m ə
